Region,Hour,Technology,Fuel,value
UK,21,SolarPV,Power,0.0
DE,22,SolarPV,Power,0.0
FR,22,SolarPV,Power,0.0
NO,22,SolarPV,Power,0.0
DK,22,SolarPV,Power,0.0
UK,22,SolarPV,Power,0.0
DE,23,SolarPV,Power,0.0
FR,23,SolarPV,Power,0.0
NO,23,SolarPV,Power,0.0
DK,23,SolarPV,Power,0.0
UK,23,SolarPV,Power,0.0
DE,24,SolarPV,Power,0.0
FR,24,SolarPV,Power,0.0
NO,24,SolarPV,Power,0.0
DK,24,SolarPV,Power,0.0
UK,24,SolarPV,Power,0.0
DE,25,SolarPV,Power,0.0
FR,25,SolarPV,Power,0.0
NO,25,SolarPV,Power,0.0
DK,25,SolarPV,Power,0.0
UK,25,SolarPV,Power,0.0
DE,26,SolarPV,Power,14.257859699999997
FR,26,SolarPV,Power,8.0908222
NO,26,SolarPV,Power,4.708798425
DK,26,SolarPV,Power,1.7075074950000002
UK,26,SolarPV,Power,0.0
DE,27,SolarPV,Power,42.130705199999994
FR,27,SolarPV,Power,33.3633656
NO,27,SolarPV,Power,9.922724275000002
DK,27,SolarPV,Power,11.382168645
UK,27,SolarPV,Power,10.704426210000001
DE,28,SolarPV,Power,64.75991894999999
FR,28,SolarPV,Power,77.3926192
NO,28,SolarPV,Power,12.459430050000002
DK,28,SolarPV,Power,20.58927246
UK,28,SolarPV,Power,24.489512460000004
DE,29,SolarPV,Power,72.02725304999998
FR,29,SolarPV,Power,87.7759526
NO,29,SolarPV,Power,14.237563750000003
DK,29,SolarPV,Power,23.268653054999998
UK,29,SolarPV,Power,34.991528040000006
DE,30,SolarPV,Power,75.18259529999999
FR,30,SolarPV,Power,104.7188448
NO,30,SolarPV,Power,13.827843075
DK,30,SolarPV,Power,23.394235725
UK,30,SolarPV,Power,46.00796103000001
DE,31,SolarPV,Power,66.38051759999999
FR,31,SolarPV,Power,88.8818474
NO,31,SolarPV,Power,13.010647425000002
DK,31,SolarPV,Power,20.602344825
UK,31,SolarPV,Power,51.66358650000001
DE,32,SolarPV,Power,58.594066649999995
FR,32,SolarPV,Power,77.4814106
NO,32,SolarPV,Power,10.458746800000002
DK,32,SolarPV,Power,21.29941458
UK,32,SolarPV,Power,46.92806919000001
DE,33,SolarPV,Power,34.811375549999994
FR,33,SolarPV,Power,45.2165846
NO,33,SolarPV,Power,7.192839075000001
DK,33,SolarPV,Power,12.685700474999999
UK,33,SolarPV,Power,32.61980646000001
DE,34,SolarPV,Power,20.812427849999995
FR,34,SolarPV,Power,33.9999054
NO,34,SolarPV,Power,2.6252342250000007
DK,34,SolarPV,Power,5.3167093649999995
UK,34,SolarPV,Power,18.656563050000003
DE,35,SolarPV,Power,2.1612092999999994
FR,35,SolarPV,Power,17.9029372
NO,35,SolarPV,Power,0.0
DK,35,SolarPV,Power,0.0
UK,35,SolarPV,Power,5.107461750000001
DE,36,SolarPV,Power,0.0
FR,36,SolarPV,Power,2.0055156000000003
NO,36,SolarPV,Power,0.0
DK,36,SolarPV,Power,0.0
UK,36,SolarPV,Power,0.0
DE,37,SolarPV,Power,0.0
FR,37,SolarPV,Power,0.0
NO,37,SolarPV,Power,0.0
DK,37,SolarPV,Power,0.0
UK,37,SolarPV,Power,0.0
DE,38,SolarPV,Power,0.0
FR,38,SolarPV,Power,0.0
NO,38,SolarPV,Power,0.0
DK,38,SolarPV,Power,0.0
UK,38,SolarPV,Power,0.0
DE,39,SolarPV,Power,0.0
FR,39,SolarPV,Power,0.0
NO,39,SolarPV,Power,0.0
DK,39,SolarPV,Power,0.0
UK,39,SolarPV,Power,0.0
DE,40,SolarPV,Power,0.0
FR,40,SolarPV,Power,0.0
NO,40,SolarPV,Power,0.0
DK,40,SolarPV,Power,0.0
UK,40,SolarPV,Power,0.0
DE,41,SolarPV,Power,0.0
FR,41,SolarPV,Power,0.0
NO,41,SolarPV,Power,0.0
DK,41,SolarPV,Power,0.0
UK,41,SolarPV,Power,0.0
DE,42,SolarPV,Power,0.0
FR,42,SolarPV,Power,0.0
NO,42,SolarPV,Power,0.0
DK,42,SolarPV,Power,0.0
UK,42,SolarPV,Power,0.0
DE,43,SolarPV,Power,0.0
FR,43,SolarPV,Power,0.0
NO,43,SolarPV,Power,0.0
DK,43,SolarPV,Power,0.0
UK,43,SolarPV,Power,0.0
DE,44,SolarPV,Power,0.0
FR,44,SolarPV,Power,0.0
NO,44,SolarPV,Power,0.0
DK,44,SolarPV,Power,0.0
UK,44,SolarPV,Power,0.0
DE,45,SolarPV,Power,0.0
FR,45,SolarPV,Power,0.0
NO,45,SolarPV,Power,0.0
DK,45,SolarPV,Power,0.0
UK,45,SolarPV,Power,0.0
DE,46,SolarPV,Power,0.0
FR,46,SolarPV,Power,0.0
NO,46,SolarPV,Power,0.0
DK,46,SolarPV,Power,0.0
UK,46,SolarPV,Power,0.0
DE,47,SolarPV,Power,0.0
FR,47,SolarPV,Power,0.0
NO,47,SolarPV,Power,0.0
DK,47,SolarPV,Power,0.0
UK,47,SolarPV,Power,0.0
DE,48,SolarPV,Power,0.0
FR,48,SolarPV,Power,0.0
NO,48,SolarPV,Power,0.19779717500000002
DK,48,SolarPV,Power,3.0611651400000004
UK,48,SolarPV,Power,0.0
DE,49,SolarPV,Power,24.133807499999996
FR,49,SolarPV,Power,16.0534816
NO,49,SolarPV,Power,4.138576375
DK,49,SolarPV,Power,11.760358995
UK,49,SolarPV,Power,1.7415103500000004
DE,50,SolarPV,Power,40.370303099999994
FR,50,SolarPV,Power,53.7713432
NO,50,SolarPV,Power,5.758165175
DK,50,SolarPV,Power,17.69792085
UK,50,SolarPV,Power,20.397411270000003
DE,51,SolarPV,Power,63.57844364999999
FR,51,SolarPV,Power,83.7244088
NO,51,SolarPV,Power,7.648174500000001
DK,51,SolarPV,Power,23.97958524
UK,51,SolarPV,Power,32.722602300000005
DE,52,SolarPV,Power,76.09420439999998
FR,52,SolarPV,Power,98.7179842
NO,52,SolarPV,Power,8.719652075000003
DK,52,SolarPV,Power,26.86967172
UK,52,SolarPV,Power,45.56724993000001
DE,53,SolarPV,Power,86.58601499999999
FR,53,SolarPV,Power,103.24390679999999
NO,53,SolarPV,Power,12.224210400000002
DK,53,SolarPV,Power,27.565551
UK,53,SolarPV,Power,42.65254557000001
DE,54,SolarPV,Power,82.03739339999998
FR,54,SolarPV,Power,102.2518518
NO,54,SolarPV,Power,12.54186765
DK,54,SolarPV,Power,26.674051860000002
UK,54,SolarPV,Power,43.219349640000004
DE,55,SolarPV,Power,79.66372589999999
FR,55,SolarPV,Power,104.9451668
NO,55,SolarPV,Power,13.331681200000002
DK,55,SolarPV,Power,24.354155879999997
UK,55,SolarPV,Power,35.67613680000001
DE,56,SolarPV,Power,66.32659769999998
FR,56,SolarPV,Power,95.466569
NO,56,SolarPV,Power,11.288511950000002
DK,56,SolarPV,Power,22.237701254999998
UK,56,SolarPV,Power,35.39510226
DE,57,SolarPV,Power,57.64744349999999
FR,57,SolarPV,Power,81.290304
NO,57,SolarPV,Power,9.522952400000001
DK,57,SolarPV,Power,17.294298795
UK,57,SolarPV,Power,28.360396980000004
DE,58,SolarPV,Power,38.19248669999999
FR,58,SolarPV,Power,66.4371906
NO,58,SolarPV,Power,5.257122875
DK,58,SolarPV,Power,10.518782265
UK,58,SolarPV,Power,23.537448540000003
DE,59,SolarPV,Power,24.287466149999993
FR,59,SolarPV,Power,48.951543400000006
NO,59,SolarPV,Power,1.1254111250000003
DK,59,SolarPV,Power,3.7153296900000004
UK,59,SolarPV,Power,16.05381012
DE,60,SolarPV,Power,0.0
FR,60,SolarPV,Power,14.688246999999999
NO,60,SolarPV,Power,0.0
DK,60,SolarPV,Power,0.0
UK,60,SolarPV,Power,5.725941930000001
DE,61,SolarPV,Power,0.0
FR,61,SolarPV,Power,0.0
NO,61,SolarPV,Power,0.0
DK,61,SolarPV,Power,0.0
UK,61,SolarPV,Power,0.0
DE,62,SolarPV,Power,0.0
FR,62,SolarPV,Power,0.0
NO,62,SolarPV,Power,0.0
DK,62,SolarPV,Power,0.0
UK,62,SolarPV,Power,0.0
DE,63,SolarPV,Power,0.0
FR,63,SolarPV,Power,0.0
NO,63,SolarPV,Power,0.0
DK,63,SolarPV,Power,0.0
UK,63,SolarPV,Power,0.0
DE,64,SolarPV,Power,0.0
FR,64,SolarPV,Power,0.0
NO,64,SolarPV,Power,0.0
DK,64,SolarPV,Power,0.0
UK,64,SolarPV,Power,0.0
DE,65,SolarPV,Power,0.0
FR,65,SolarPV,Power,0.0
NO,65,SolarPV,Power,0.0
DK,65,SolarPV,Power,0.0
UK,65,SolarPV,Power,0.0
DE,66,SolarPV,Power,0.0
FR,66,SolarPV,Power,0.0
NO,66,SolarPV,Power,0.0
DK,66,SolarPV,Power,0.0
UK,66,SolarPV,Power,0.0
DE,67,SolarPV,Power,0.0
FR,67,SolarPV,Power,0.0
NO,67,SolarPV,Power,0.0
DK,67,SolarPV,Power,0.0
UK,67,SolarPV,Power,0.0
DE,68,SolarPV,Power,0.0
FR,68,SolarPV,Power,0.0
NO,68,SolarPV,Power,0.0
DK,68,SolarPV,Power,0.0
UK,68,SolarPV,Power,0.0
DE,69,SolarPV,Power,0.0
FR,69,SolarPV,Power,0.0
NO,69,SolarPV,Power,0.0
DK,69,SolarPV,Power,0.0
UK,69,SolarPV,Power,0.0
DE,70,SolarPV,Power,0.0
FR,70,SolarPV,Power,0.0
NO,70,SolarPV,Power,0.0
DK,70,SolarPV,Power,0.0
UK,70,SolarPV,Power,0.0
DE,71,SolarPV,Power,0.0
FR,71,SolarPV,Power,0.0
NO,71,SolarPV,Power,0.0
DK,71,SolarPV,Power,0.0
UK,71,SolarPV,Power,0.0
DE,72,SolarPV,Power,0.9275851499999999
FR,72,SolarPV,Power,0.0
NO,72,SolarPV,Power,0.0
DK,72,SolarPV,Power,0.144650925
UK,72,SolarPV,Power,0.0
DE,73,SolarPV,Power,27.739222949999995
FR,73,SolarPV,Power,19.663111
NO,73,SolarPV,Power,1.073594525
DK,73,SolarPV,Power,7.67415744
UK,73,SolarPV,Power,2.997770310000001
DE,74,SolarPV,Power,51.15284504999999
FR,74,SolarPV,Power,57.409184999999994
NO,74,SolarPV,Power,4.838763425000001
DK,74,SolarPV,Power,14.337770399999998
UK,74,SolarPV,Power,17.775395100000004
DE,75,SolarPV,Power,69.83193044999999
FR,75,SolarPV,Power,87.799707
NO,75,SolarPV,Power,8.974233625000002
DK,75,SolarPV,Power,20.71117485
UK,75,SolarPV,Power,23.111230590000005
DE,76,SolarPV,Power,78.90245234999999
FR,76,SolarPV,Power,108.32246119999999
NO,76,SolarPV,Power,11.438799475000001
DK,76,SolarPV,Power,24.166236689999998
UK,76,SolarPV,Power,31.88099259000001
DE,77,SolarPV,Power,75.41347229999998
FR,77,SolarPV,Power,117.4025138
NO,77,SolarPV,Power,12.7216386
DK,77,SolarPV,Power,25.197529725000003
UK,77,SolarPV,Power,34.38276840000001
DE,78,SolarPV,Power,73.01827049999999
FR,78,SolarPV,Power,118.5019
NO,78,SolarPV,Power,12.058874650000002
DK,78,SolarPV,Power,25.849941119999997
UK,78,SolarPV,Power,45.01260864
DE,79,SolarPV,Power,64.86382004999999
FR,79,SolarPV,Power,111.91695820000001
NO,79,SolarPV,Power,9.967920600000003
DK,79,SolarPV,Power,21.471834780000002
UK,79,SolarPV,Power,41.83825770000001
DE,80,SolarPV,Power,56.215386149999986
FR,80,SolarPV,Power,98.8766818
NO,80,SolarPV,Power,6.07643815
DK,80,SolarPV,Power,14.231177955
UK,80,SolarPV,Power,38.517672420000004
DE,81,SolarPV,Power,44.480073899999994
FR,81,SolarPV,Power,87.6755404
NO,81,SolarPV,Power,3.9122020500000008
DK,81,SolarPV,Power,6.10671285
UK,81,SolarPV,Power,29.671322850000006
DE,82,SolarPV,Power,24.782875949999994
FR,82,SolarPV,Power,55.8129446
NO,82,SolarPV,Power,1.5763122500000002
DK,82,SolarPV,Power,0.0524718
UK,82,SolarPV,Power,21.89559969
DE,83,SolarPV,Power,4.970154299999999
FR,83,SolarPV,Power,22.7007236
NO,83,SolarPV,Power,0.0
DK,83,SolarPV,Power,0.0
UK,83,SolarPV,Power,11.215236240000001
DE,84,SolarPV,Power,0.0
FR,84,SolarPV,Power,0.0
NO,84,SolarPV,Power,0.0
DK,84,SolarPV,Power,0.0
UK,84,SolarPV,Power,0.0
DE,85,SolarPV,Power,0.0
FR,85,SolarPV,Power,0.0
NO,85,SolarPV,Power,0.0
DK,85,SolarPV,Power,0.0
UK,85,SolarPV,Power,0.0
DE,86,SolarPV,Power,0.0
FR,86,SolarPV,Power,0.0
NO,86,SolarPV,Power,0.0
DK,86,SolarPV,Power,0.0
UK,86,SolarPV,Power,0.0
DE,87,SolarPV,Power,0.0
FR,87,SolarPV,Power,0.0
NO,87,SolarPV,Power,0.0
DK,87,SolarPV,Power,0.0
UK,87,SolarPV,Power,0.0
DE,88,SolarPV,Power,0.0
FR,88,SolarPV,Power,0.0
NO,88,SolarPV,Power,0.0
DK,88,SolarPV,Power,0.0
UK,88,SolarPV,Power,0.0
DE,89,SolarPV,Power,0.0
FR,89,SolarPV,Power,0.0
NO,89,SolarPV,Power,0.0
DK,89,SolarPV,Power,0.0
UK,89,SolarPV,Power,0.0
DE,90,SolarPV,Power,0.0
FR,90,SolarPV,Power,0.0
NO,90,SolarPV,Power,0.0
DK,90,SolarPV,Power,0.0
UK,90,SolarPV,Power,0.0
DE,91,SolarPV,Power,0.0
FR,91,SolarPV,Power,0.0
NO,91,SolarPV,Power,0.0
DK,91,SolarPV,Power,0.0
UK,91,SolarPV,Power,0.0
DE,92,SolarPV,Power,0.0
FR,92,SolarPV,Power,0.0
NO,92,SolarPV,Power,0.0
DK,92,SolarPV,Power,0.0
UK,92,SolarPV,Power,0.0
DE,93,SolarPV,Power,0.0
FR,93,SolarPV,Power,0.0
NO,93,SolarPV,Power,0.0
DK,93,SolarPV,Power,0.0
UK,93,SolarPV,Power,0.0
DE,94,SolarPV,Power,0.0
FR,94,SolarPV,Power,0.0
NO,94,SolarPV,Power,0.0
DK,94,SolarPV,Power,0.0
UK,94,SolarPV,Power,0.0
DE,95,SolarPV,Power,0.0
FR,95,SolarPV,Power,0.0
NO,95,SolarPV,Power,0.0
DK,95,SolarPV,Power,0.0
UK,95,SolarPV,Power,0.0
DE,96,SolarPV,Power,0.0
FR,96,SolarPV,Power,0.0
NO,96,SolarPV,Power,0.0
DK,96,SolarPV,Power,0.0
UK,96,SolarPV,Power,0.0
DE,97,SolarPV,Power,0.0
FR,97,SolarPV,Power,0.0
NO,97,SolarPV,Power,0.0
DK,97,SolarPV,Power,0.0
UK,97,SolarPV,Power,0.0
DE,98,SolarPV,Power,0.0
FR,98,SolarPV,Power,0.0
NO,98,SolarPV,Power,0.0
DK,98,SolarPV,Power,0.0
UK,98,SolarPV,Power,0.0
DE,99,SolarPV,Power,23.206981049999996
FR,99,SolarPV,Power,25.5299826
NO,99,SolarPV,Power,0.0
DK,99,SolarPV,Power,0.0
UK,99,SolarPV,Power,0.0
DE,100,SolarPV,Power,28.364366849999993
FR,100,SolarPV,Power,33.0519832
NO,100,SolarPV,Power,0.0
DK,100,SolarPV,Power,2.428460235
UK,100,SolarPV,Power,4.474296720000001
DE,101,SolarPV,Power,24.343170449999995
FR,101,SolarPV,Power,31.6744478
NO,101,SolarPV,Power,0.0
DK,101,SolarPV,Power,1.2053474100000001
UK,101,SolarPV,Power,18.8457939
DE,102,SolarPV,Power,15.153126449999997
FR,102,SolarPV,Power,33.6700416
NO,102,SolarPV,Power,0.0
DK,102,SolarPV,Power,3.5577806400000003
UK,102,SolarPV,Power,20.755269720000005
DE,103,SolarPV,Power,12.715716449999999
FR,103,SolarPV,Power,47.1868336
NO,103,SolarPV,Power,0.0
DK,103,SolarPV,Power,1.4978423250000001
UK,103,SolarPV,Power,27.986167440000003
DE,104,SolarPV,Power,13.607007599999996
FR,104,SolarPV,Power,53.0038612
NO,104,SolarPV,Power,0.0
DK,104,SolarPV,Power,1.309471965
UK,104,SolarPV,Power,15.521377770000003
DE,105,SolarPV,Power,0.0
FR,105,SolarPV,Power,34.9165448
NO,105,SolarPV,Power,0.0
DK,105,SolarPV,Power,0.0
UK,105,SolarPV,Power,6.903697500000002
DE,106,SolarPV,Power,0.0
FR,106,SolarPV,Power,3.5368606
NO,106,SolarPV,Power,0.0
DK,106,SolarPV,Power,0.0
UK,106,SolarPV,Power,0.0
DE,107,SolarPV,Power,0.0
FR,107,SolarPV,Power,0.0
NO,107,SolarPV,Power,0.0
DK,107,SolarPV,Power,0.0
UK,107,SolarPV,Power,0.0
DE,108,SolarPV,Power,0.0
FR,108,SolarPV,Power,0.0
NO,108,SolarPV,Power,0.0
DK,108,SolarPV,Power,0.0
UK,108,SolarPV,Power,0.0
DE,109,SolarPV,Power,0.0
FR,109,SolarPV,Power,0.0
NO,109,SolarPV,Power,0.0
DK,109,SolarPV,Power,0.0
UK,109,SolarPV,Power,0.0
DE,110,SolarPV,Power,0.0
FR,110,SolarPV,Power,0.0
NO,110,SolarPV,Power,0.0
DK,110,SolarPV,Power,0.0
UK,110,SolarPV,Power,0.0
DE,111,SolarPV,Power,0.0
FR,111,SolarPV,Power,0.0
NO,111,SolarPV,Power,0.0
DK,111,SolarPV,Power,0.0
UK,111,SolarPV,Power,0.0
DE,112,SolarPV,Power,0.0
FR,112,SolarPV,Power,0.0
NO,112,SolarPV,Power,0.0
DK,112,SolarPV,Power,0.0
UK,112,SolarPV,Power,0.0
DE,113,SolarPV,Power,0.0
FR,113,SolarPV,Power,0.0
NO,113,SolarPV,Power,0.0
DK,113,SolarPV,Power,0.0
UK,113,SolarPV,Power,0.0
DE,114,SolarPV,Power,0.0
FR,114,SolarPV,Power,0.0
NO,114,SolarPV,Power,0.0
DK,114,SolarPV,Power,0.0
UK,114,SolarPV,Power,0.0
DE,115,SolarPV,Power,0.0
FR,115,SolarPV,Power,0.0
NO,115,SolarPV,Power,0.0
DK,115,SolarPV,Power,0.0
UK,115,SolarPV,Power,0.0
DE,116,SolarPV,Power,0.0
FR,116,SolarPV,Power,0.0
NO,116,SolarPV,Power,0.0
DK,116,SolarPV,Power,0.0
UK,116,SolarPV,Power,0.0
DE,117,SolarPV,Power,0.0
FR,117,SolarPV,Power,0.0
NO,117,SolarPV,Power,0.0
DK,117,SolarPV,Power,0.0
UK,117,SolarPV,Power,0.0
DE,118,SolarPV,Power,0.0
FR,118,SolarPV,Power,0.0
NO,118,SolarPV,Power,0.0
DK,118,SolarPV,Power,0.0
UK,118,SolarPV,Power,0.0
DE,119,SolarPV,Power,0.0
FR,119,SolarPV,Power,0.0
NO,119,SolarPV,Power,0.0
DK,119,SolarPV,Power,0.0
UK,119,SolarPV,Power,0.0
DE,120,SolarPV,Power,0.0
FR,120,SolarPV,Power,0.0
NO,120,SolarPV,Power,0.0
DK,120,SolarPV,Power,0.0
UK,120,SolarPV,Power,0.0
DE,1,CoalMine,Power,0.0
FR,1,CoalMine,Power,0.0
NO,1,CoalMine,Power,0.0
DK,1,CoalMine,Power,0.0
UK,1,CoalMine,Power,0.0
DE,2,CoalMine,Power,0.0
FR,2,CoalMine,Power,0.0
NO,2,CoalMine,Power,0.0
DK,2,CoalMine,Power,0.0
UK,2,CoalMine,Power,0.0
DE,3,CoalMine,Power,0.0
FR,3,CoalMine,Power,0.0
NO,3,CoalMine,Power,0.0
DK,3,CoalMine,Power,0.0
UK,3,CoalMine,Power,0.0
DE,4,CoalMine,Power,0.0
FR,4,CoalMine,Power,0.0
NO,4,CoalMine,Power,0.0
DK,4,CoalMine,Power,0.0
UK,4,CoalMine,Power,0.0
DE,5,CoalMine,Power,0.0
FR,5,CoalMine,Power,0.0
NO,5,CoalMine,Power,0.0
DK,5,CoalMine,Power,0.0
UK,5,CoalMine,Power,0.0
DE,6,CoalMine,Power,0.0
FR,6,CoalMine,Power,0.0
NO,6,CoalMine,Power,0.0
DK,6,CoalMine,Power,0.0
UK,6,CoalMine,Power,0.0
DE,7,CoalMine,Power,0.0
FR,7,CoalMine,Power,0.0
NO,7,CoalMine,Power,0.0
DK,7,CoalMine,Power,0.0
UK,7,CoalMine,Power,0.0
DE,8,CoalMine,Power,0.0
FR,8,CoalMine,Power,0.0
NO,8,CoalMine,Power,0.0
DK,8,CoalMine,Power,0.0
UK,8,CoalMine,Power,0.0
DE,9,CoalMine,Power,0.0
FR,9,CoalMine,Power,0.0
NO,9,CoalMine,Power,0.0
DK,9,CoalMine,Power,0.0
UK,9,CoalMine,Power,0.0
DE,10,CoalMine,Power,0.0
FR,10,CoalMine,Power,0.0
NO,10,CoalMine,Power,0.0
DK,10,CoalMine,Power,0.0
UK,10,CoalMine,Power,0.0
DE,11,CoalMine,Power,0.0
FR,11,CoalMine,Power,0.0
NO,11,CoalMine,Power,0.0
DK,11,CoalMine,Power,0.0
UK,11,CoalMine,Power,0.0
DE,12,CoalMine,Power,0.0
FR,12,CoalMine,Power,0.0
NO,12,CoalMine,Power,0.0
DK,12,CoalMine,Power,0.0
UK,12,CoalMine,Power,0.0
DE,13,CoalMine,Power,0.0
FR,13,CoalMine,Power,0.0
NO,13,CoalMine,Power,0.0
DK,13,CoalMine,Power,0.0
UK,13,CoalMine,Power,0.0
DE,14,CoalMine,Power,0.0
FR,14,CoalMine,Power,0.0
NO,14,CoalMine,Power,0.0
DK,14,CoalMine,Power,0.0
UK,14,CoalMine,Power,0.0
DE,15,CoalMine,Power,0.0
FR,15,CoalMine,Power,0.0
NO,15,CoalMine,Power,0.0
DK,15,CoalMine,Power,0.0
UK,15,CoalMine,Power,0.0
DE,16,CoalMine,Power,0.0
FR,16,CoalMine,Power,0.0
NO,16,CoalMine,Power,0.0
DK,16,CoalMine,Power,0.0
UK,16,CoalMine,Power,0.0
DE,17,CoalMine,Power,0.0
FR,17,CoalMine,Power,0.0
NO,17,CoalMine,Power,0.0
DK,17,CoalMine,Power,0.0
UK,17,CoalMine,Power,0.0
DE,18,CoalMine,Power,0.0
FR,18,CoalMine,Power,0.0
NO,18,CoalMine,Power,0.0
DK,18,CoalMine,Power,0.0
UK,18,CoalMine,Power,0.0
DE,19,CoalMine,Power,0.0
FR,19,CoalMine,Power,0.0
NO,19,CoalMine,Power,0.0
DK,19,CoalMine,Power,0.0
UK,19,CoalMine,Power,0.0
DE,20,CoalMine,Power,0.0
FR,20,CoalMine,Power,0.0
NO,20,CoalMine,Power,0.0
DK,20,CoalMine,Power,0.0
UK,20,CoalMine,Power,0.0
DE,21,CoalMine,Power,0.0
FR,21,CoalMine,Power,0.0
NO,21,CoalMine,Power,0.0
DK,21,CoalMine,Power,0.0
UK,21,CoalMine,Power,0.0
DE,22,CoalMine,Power,0.0
FR,22,CoalMine,Power,0.0
NO,22,CoalMine,Power,0.0
DK,22,CoalMine,Power,0.0
UK,22,CoalMine,Power,0.0
DE,23,CoalMine,Power,0.0
FR,23,CoalMine,Power,0.0
NO,23,CoalMine,Power,0.0
DK,23,CoalMine,Power,0.0
UK,23,CoalMine,Power,0.0
DE,24,CoalMine,Power,0.0
FR,24,CoalMine,Power,0.0
NO,24,CoalMine,Power,0.0
DK,24,CoalMine,Power,0.0
UK,24,CoalMine,Power,0.0
DE,25,CoalMine,Power,0.0
FR,25,CoalMine,Power,0.0
NO,25,CoalMine,Power,0.0
DK,25,CoalMine,Power,0.0
UK,25,CoalMine,Power,0.0
DE,26,CoalMine,Power,0.0
FR,26,CoalMine,Power,0.0
NO,26,CoalMine,Power,0.0
DK,26,CoalMine,Power,0.0
UK,26,CoalMine,Power,0.0
DE,27,CoalMine,Power,0.0
FR,27,CoalMine,Power,0.0
NO,27,CoalMine,Power,0.0
DK,27,CoalMine,Power,0.0
UK,27,CoalMine,Power,0.0
DE,28,CoalMine,Power,0.0
FR,28,CoalMine,Power,0.0
